id	age_determination	pregnancy	warning_sign	priority
473243005	older child	t	Facial /Inhalation burn	Emergency
473244004	older child	t	Facial /Inhalation burn	Emergency
473245003	older child	t	Facial /Inhalation burn	Emergency
473246002	older child	t	Facial /Inhalation burn	Emergency
473252001	older child	t	Facial /Inhalation burn	Emergency
473253006	older child	t	Facial /Inhalation burn	Emergency
473254000	older child	t	Facial /Inhalation burn	Emergency
473255004	older child	t	Facial /Inhalation burn	Emergency
698780001	older child	t	Facial /Inhalation burn	Emergency
762470000	older child	t	Facial /Inhalation burn	Emergency
762471001	older child	t	Facial /Inhalation burn	Emergency
762472008	older child	t	Facial /Inhalation burn	Emergency
770356006	older child	t	Facial /Inhalation burn	Emergency
770779009	older child	t	Facial /Inhalation burn	Emergency
770780007	older child	t	Facial /Inhalation burn	Emergency
770781006	older child	t	Facial /Inhalation burn	Emergency
770782004	older child	t	Facial /Inhalation burn	Emergency
1268494007	older child	t	Facial /Inhalation burn	Emergency
1297185003	older child	t	Facial /Inhalation burn	Emergency
284078000	older child	f	Purpuric rash	Emergency
79631006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
79745005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
80651009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
82401000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
84757009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
87095001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
87476004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
89525009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
91175000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
95208000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
109478007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
128612007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
128613002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
191714002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
192981006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
192990004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
192991000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
192993002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
193000002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
193003000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
193010006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
193021002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
198992004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230191005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230381009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230384001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230387008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230388003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230389006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230391003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230393000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230394006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230395007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230396008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230397004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230398009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230399001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230400008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230403005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230404004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230407006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230410004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230413002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230414008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230418006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230421008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230422001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230423006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230425004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230426003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230429005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230431001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230432008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230437002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230438007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230439004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230440002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230441003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230443000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230444006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230447004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230448009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230450001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230452009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230453004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230454005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230456007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230457003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
230458008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
237283007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
246529004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
246530009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
246533006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
246535004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
246536003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
246538002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
246539005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
246544003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
246545002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
267581004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
267592003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
303063000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
307200007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
308680003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
308742005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
313307000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
361267005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
361268000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
723011009	older child	f	Purpuric rash	Emergency
87476004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
89525009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
91175000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
95208000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
109478007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
128612007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
128613002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
191714002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
192981006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
192990004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
192991000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
192993002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
193000002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
193003000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
193010006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
193021002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
198992004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230191005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230381009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230384001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230387008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230388003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230389006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230391003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230393000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230394006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230395007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230396008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230397004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230398009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230399001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230400008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230403005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230404004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230407006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230410004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230413002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230414008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230418006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230421008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230422001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230423006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230425004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230426003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230429005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230431001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230432008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230437002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230438007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230439004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230440002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230441003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230443000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230444006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230447004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230448009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230450001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230452009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230453004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230454005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230456007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230457003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
230458008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
237283007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
246529004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
246530009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
246533006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
246535004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
246536003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
246538002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
246539005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
246544003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
246545002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
267581004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
267592003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
303063000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
307200007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
308680003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
308742005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
313307000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
361267005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
361268000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
371022006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
371107004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
371114002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
371115001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
372441001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
407675009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
1230397006	older child	f	Purpuric rash	Emergency
371022006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
371107004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
371114002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
371115001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
372441001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
407675009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
413101007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
426634003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
432354000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
433083002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
437871001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
438113009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
438156004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
440443001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
442511009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
442512002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
698021005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
698764006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
698767004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
699688008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
702326000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
702344008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
703524005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
703526007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
715425000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
715534008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
715629001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
716278005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
716706009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
717223008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
717225001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
717276003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
719810000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
720010009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
720519003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
721088003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
721207002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
722110003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
722386009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
722762005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
723125008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
723304001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
723676007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
723926008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724274009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724549005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724576005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724668002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724669005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724670006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724671005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724672003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724727001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724728006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724786008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724787004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724789001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724988000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724989008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724990004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724991000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
724992007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
725163002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
725413002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
726702005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
733031004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
733032006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
733082001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
733623005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
734434007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
763349002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
763534009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
763622006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
763632004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
763802009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
763827002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
763861000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
764453009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
764522009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
765089003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
765093009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
765170001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
765216006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
765756007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
766044005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
766815007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
766932005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
768473009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
28384005	adult	f	Burn	Very urgent
413101007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
426634003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
432354000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
433083002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
437871001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
438113009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
438156004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
440443001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
442511009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
442512002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
698021005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
698764006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
698767004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
699688008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
702326000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
702344008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
703524005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
703526007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
715425000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
715534008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
715629001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
716278005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
716706009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
717223008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
717225001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
717276003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
719810000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
720010009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
720519003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
721088003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
721207002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
722110003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
722386009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
722762005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
723125008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
723304001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
723676007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
723926008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724274009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724549005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724576005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724668002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724669005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724670006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724671005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724672003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724727001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724728006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724786008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724787004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724789001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724988000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724989008	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724990004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724991000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
724992007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
725163002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
725413002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
726702005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
733031004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
733032006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
733082001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
733623005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
734434007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
763349002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
763534009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
763622006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
763632004	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
763802009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
763827002	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
763861000	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
764453009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
764522009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
765089003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
765093009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
765170001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
765216006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
765756007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
766044005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
766815007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
766932005	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
768473009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
768555009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
768666006	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
770405003	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
770431001	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
770438007	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
770622009	older child	t	Convulsing or Immediately Post-Ictal not alert	Emergency
38916004	adult	f	Burn	Very urgent
768555009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
768666006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
770405003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
770431001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
770438007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
770622009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
770623004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
770643005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
770678005	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
770755007	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
770758009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
770898002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
771223000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
771303004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
771448004	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
771469002	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
771516000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
773230003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
773421009	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
773497001	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
773498006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
773548008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
773643006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
778001003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
778029000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
778047006	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
778063003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
782737003	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
782772000	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
782825008	older child	f	Convulsing or Immediately Post-Ictal not alert	Emergency
